번호,식품군,식품이름,1회제공량 (g),열량 (kcal),탄수화물 (g),단백질 (g),지방 (g),당류 (g),나트륨 (mg),콜레스테롤 (mg),포화지방산 (g),트랜스지방산 (g)
1223,볶음류,고추잡채(충청도),200,246,28.64,12.69,9.07,4.67,797.3,34.96,1.98,0.06
1224,볶음류,팔보채,300,240.74,11.28,25.42,10.44,0.09,1129.3,224.96,1.69,0.04
1225,볶음류,팔보채(강원도),300,291,9.96,23.57,17.26,0,1017.63,251.75,1.5,0.03
1226,볶음류,팔보채(경기도),300,228,10.76,26.06,8.86,0,1152.44,210.28,1.53,0.04
1227,볶음류,팔보채(경상도),300,201,11.87,22.39,7.19,0,1197.67,173.3,1.7,0.02
1228,볶음류,팔보채(서울),300,249,11.82,26.08,10.88,0.28,1131.72,281.21,2.09,0.1
1229,볶음류,팔보채(전라도),300,228,10.77,28.37,7.86,0.28,1003.31,224.7,2.04,0.07
1230,볶음류,팔보채(충청도),300,249,12.48,26.03,10.59,0,1273.05,208.49,1.28,0
1231,볶음류,오징어채볶음,20,55.49,8.28,3.72,0.83,2.33,232.26,33.22,0.16,0.01
1232,볶음류,오징어채볶음(강원도),20,54.8,7.81,3.72,0.97,2.92,225.37,32.91,0.17,0.01
1233,볶음류,오징어채볶음(경기도),20,54.8,7.16,4.03,1.12,2.09,191.31,32.89,0.12,0.01
1234,볶음류,오징어채볶음(경상도),20,53.8,9.33,3.32,0.36,1.31,240.72,33.51,0.13,0
1235,볶음류,오징어채볶음(서울),20,56.8,8.64,3.65,0.85,2.89,258.11,33.96,0.16,0.01
1236,볶음류,오징어채볶음(전라도),20,56,8.61,3.58,0.82,2.75,236.2,28.73,0.18,0.01
1237,볶음류,오징어채볶음(충청도),20,56.6,8.16,4.03,0.87,2.02,241.85,37.29,0.18,0.01
1238,볶음류,주꾸미볶음,200,211.41,22.82,18.33,5.2,5.06,918.86,200.76,0.61,0.02
1239,볶음류,주꾸미볶음(강원도),200,170,17.38,18.35,3.09,2.93,898.36,209.83,0.42,0.02
1240,볶음류,주꾸미볶음(경기도),200,206,19.53,20.3,5.28,6.9,868.18,228.17,0.78,0.02
1241,볶음류,주꾸미볶음(경상도),200,188,25.33,15.16,2.87,8.72,1029.45,170.6,0.37,0.01
1242,볶음류,주꾸미볶음(서울),200,206,17,20.76,6.03,2.41,883.39,210.88,0.94,0.05
1243,볶음류,주꾸미볶음(전라도),200,208,18.14,21.65,5.34,2.85,947.16,243.03,0.79,0.04
1244,볶음류,주꾸미볶음(충청도),200,290,39.57,13.73,8.6,6.55,886.63,142.04,0.33,0.01
1245,조림류,갈치조림,100,97.04,5.3,11,3.54,1.92,486.39,43.56,1,0.02
1246,조림류,갈치조림(강원도),100,119,5.78,11.57,5.54,0.86,534.19,45.62,1.46,0.03
1247,조림류,갈치조림(경기도),100,88,5.04,9.68,3.19,1.46,484.57,38.43,0.95,0.02
1248,조림류,갈치조림(경상도),100,84,4.28,10.39,2.8,3.32,581.66,37.46,0.67,0.03
1249,조림류,갈치조림(서울),100,79,6.04,8.78,2.17,0.77,449.72,28.21,0.57,0
1250,조림류,갈치조림(전라도),100,131,4.42,16.13,5.45,2.2,395.14,75.25,1.74,0.04
1251,조림류,갈치조림(충청도),100,81,6.25,9.48,2.06,2.93,473.06,36.41,0.63,0.01
1252,조림류,고등어조림,100,130.16,5.04,10.03,7.77,2.02,474.69,30.02,2.01,0.06
1253,조림류,고등어조림(강원도),100,151,4.6,10.01,10.3,1.39,509.58,32.29,2.16,0.05
1254,조림류,고등어조림(경기도),100,105,5.68,7.82,5.64,2.31,494.63,24.46,1.46,0.02
1255,조림류,고등어조림(경상도),100,105,3.97,8.03,6.36,1.94,534.76,22.11,1.65,0.09
1256,조림류,고등어조림(서울),100,132,6.22,8.54,8.13,3,483.73,27.7,2.02,0.04
1257,조림류,고등어조림(전라도),100,163,3.93,17.88,8.42,0.82,377.21,52.51,2.64,0.08
1258,조림류,고등어조림(충청도),100,125,5.82,7.88,7.77,2.64,448.26,21.03,2.14,0.06
1259,조림류,북어조림,100,181.86,17.14,20.83,3.33,8.2,765.95,99.63,0.67,0.05
1260,조림류,북어조림(강원도),100,150,10.23,22.39,2.12,3.85,849.5,134.76,0.42,0.03
1261,조림류,북어조림(경기도),100,166,13.2,20.49,3.45,7.57,760.86,83.58,0.74,0.04
1262,조림류,북어조림(경상도),100,167,13.95,22.03,2.59,7.48,805.72,85.24,0.43,0.07
1263,조림류,북어조림(서울),100,199,20.65,18.88,4.56,9.07,740.04,88.37,0.83,0.06
1264,조림류,북어조림(전라도),100,202,23.96,20.98,2.43,9.92,606.02,101.42,0.7,0.04
1265,조림류,북어조림(충청도),100,208,20.87,20.19,4.84,11.32,833.53,104.4,0.89,0.05
1266,조림류,두부조림,50,69.25,2.86,6.15,3.69,0.25,250.01,0,0.63,0.01
1267,조림류,두부조림(강원도),50,66,1.84,5.6,4.03,0.07,230.72,0,0.59,0.01
1268,조림류,두부조림(경기도),50,64.5,2.97,6.64,2.91,0.13,220.51,0,0.64,0.01
1269,조림류,두부조림(경상도),50,72.5,2.13,6.48,4.25,0.5,234.52,0,0.54,0
1270,조림류,두부조림(서울),50,72,3.04,6,3.99,0.52,307.6,0,0.67,0.01
1271,조림류,두부조림(전라도),50,70.5,3.67,5.89,3.57,0.06,229.42,0,0.62,0.01
1272,조림류,두부조림(충청도),50,70,3.5,6.28,3.4,0.24,277.3,0,0.69,0.01
1273,조림류,연근조림,30,78.24,18.06,0.63,0.38,7.08,200.37,0.19,0.07,0
1274,조림류,연근조림(강원도),30,76.8,18.33,0.27,0.25,8.01,198.92,0.38,0.03,0
1275,조림류,연근조림(경기도),30,79.2,18.06,0.73,0.44,5.38,204.42,0.58,0.13,0
1276,조림류,연근조림(경상도),30,71.1,15.67,0.93,0.53,7.09,220.3,0.02,0.18,0
1277,조림류,연근조림(서울),30,81.6,19.34,0.5,0.26,7.57,199.76,0.09,0.05,0
1278,조림류,연근조림(전라도),30,83.4,18.63,0.4,0.8,7.15,155.15,0.06,0.04,0
1279,조림류,연근조림(충청도),30,77.7,18.36,0.96,0.03,7.27,223.69,0,0.01,0
1280,조림류,우엉조림,30,69.75,15.83,0.78,0.37,7.08,254.75,0.01,0.06,0
1281,조림류,우엉조림(강원도),30,68.1,15.63,0.92,0.22,7.1,248.79,0.03,0.1,0
1282,조림류,우엉조림(경기도),30,65.4,14.75,0.77,0.35,6.18,285.26,0,0.06,0
1283,조림류,우엉조림(경상도),30,64.2,13.04,0.57,1.07,7.09,255.08,0,0.02,0
1284,조림류,우엉조림(서울),30,61.8,14.11,0.81,0.25,6.97,260.56,0,0.07,0
1285,조림류,우엉조림(전라도),30,78.9,18.59,0.62,0.22,7.98,219.1,0,0.09,0
1286,조림류,우엉조림(충청도),30,80.4,18.84,0.99,0.11,7.17,259.73,0.03,0.03,0
1287,조림류,돼지고기메추리알장조림,50,63.49,3.37,8.34,1.85,1.27,582.99,47.64,0.44,0
1288,조림류,돼지고기메추리알장조림(강원도),50,75,6.14,7.83,2.12,1.58,657.26,51.64,0.57,0.01
1289,조림류,돼지고기메추리알장조림(경기도),50,70,1.07,10.58,2.61,0.69,542.86,54.03,0.35,0
1290,조림류,돼지고기메추리알장조림(경상도),50,53.5,4.64,6.32,1.06,1.36,554.84,29.34,0.22,0
1291,조림류,돼지고기메추리알장조림(서울),50,63,3.08,7.61,2.25,1.97,683.37,63.82,0.61,0.01
1292,조림류,돼지고기메추리알장조림(전라도),50,62,2.15,8.85,2,0.72,511.68,65.48,0.54,0.01
1293,조림류,돼지고기메추리알장조림(충청도),50,57.5,3.15,8.82,1.06,1.31,547.91,21.53,0.36,0
1294,조림류,소고기메추리알장조림,50,60.65,2.88,8.14,1.84,0.72,602.12,41.52,0.45,0.02
1295,조림류,소고기메추리알장조림(강원도),50,58,2.2,7.23,2.23,0.7,634.04,17.17,0.21,0.02
1296,조림류,소고기메추리알장조림(경기도),50,58,2.36,8.02,1.85,0.91,618.7,55.35,0.37,0.01
1297,조림류,소고기메추리알장조림(경상도),50,53,3.32,7.15,1.22,0.4,473.08,36.41,0.24,0.01
1298,조림류,소고기메추리알장조림(서울),50,64.5,3.16,7.31,2.5,0.81,627.72,68.78,0.69,0
1299,조림류,소고기메추리알장조림(전라도),50,69,2.96,9.66,2.06,0.22,476.53,49.31,0.81,0.03
1300,조림류,소고기메추리알장조림(충청도),50,61.5,3.29,9.44,1.18,1.25,782.64,22.07,0.38,0.02
1301,조림류,콩조림,20,54.25,7.82,3.87,0.83,2.41,213.38,0,0.17,0
1302,조림류,콩조림(강원도),20,57.4,8.31,3.85,0.96,2.6,216.93,0,0.18,0
1303,조림류,콩조림(경기도),20,54,8.53,3.75,0.53,3.42,210.02,0,0.16,0
1304,조림류,콩조림(경상도),20,51.2,7.15,4.14,0.67,1.59,246.64,0,0.14,0
1305,조림류,콩조림(서울),20,55.2,7.55,4.08,0.96,2.44,194.84,0,0.19,0
1306,조림류,콩조림(전라도),20,50.4,7.71,3.48,0.62,2.42,201.52,0,0.17,0
1307,조림류,콩조림(충청도),20,57.6,7.65,3.91,1.26,1.97,210.31,0,0.19,0
1308,조림류,땅콩조림,20,81.34,7.72,3.22,4.17,2.85,150.8,0,0.78,0
1309,조림류,땅콩조림(강원도),20,75,7.87,3.03,3.5,3.42,191.8,0,0.66,0
1310,조림류,땅콩조림(경기도),20,89.8,7.62,3.68,4.96,3.44,205.73,0,0.88,0
1311,조림류,땅콩조림(경상도),20,75.4,8.38,2.89,3.37,2.82,152.36,0,0.7,0
1312,조림류,땅콩조림(서울),20,90.8,7.2,3.38,5.39,2.75,134.36,0,0.86,0
1313,조림류,땅콩조림(전라도),20,75,9.02,3.24,2.9,2.78,127.08,0,0.73,0
1314,조림류,땅콩조림(충청도),20,81.8,6.24,3.11,4.93,1.92,93.48,0,0.81,0
1315,튀김류,미꾸라지튀김,100,387.49,28.86,10.89,25.39,0.3,324.47,50.15,3.89,0.15
1316,튀김류,미꾸라지튀김(강원도),100,357,25.83,11.95,22.92,0.05,265.24,53.76,4.14,0.16
1317,튀김류,미꾸라지튀김(경기도),100,416,30.81,10.82,27.69,0.42,353.72,50.97,3.42,0.16
1318,튀김류,미꾸라지튀김(경상도),100,372,30.58,9.94,23.3,0.29,391.67,43.74,3.9,0.16
1319,튀김류,미꾸라지튀김(서울),100,388,30.37,11.62,24.39,0.17,284.06,57.04,2.77,0.13
1320,튀김류,미꾸라지튀김(전라도),100,353,25.6,10.42,23.24,0.77,324.5,45.27,4.26,0.16
1321,튀김류,미꾸라지튀김(충청도),100,439,29.94,10.57,30.8,0.12,327.6,50.09,4.85,0.14
1322,튀김류,생선까스,200,653.44,46.56,24.33,41.1,1.96,788.62,72.72,7.96,0.25
1323,튀김류,생선까스(강원도),200,644,39.39,21.69,44.45,0.86,875.4,96.48,6.12,0.16
1324,튀김류,생선까스(경기도),200,698,47.44,26.8,44.47,0.53,717.76,65.13,7.69,0.24
1325,튀김류,생선까스(경상도),200,574,42.09,22.66,35.06,1.59,870.81,54.05,6.86,0.31
1326,튀김류,생선까스(서울),200,702,36.06,25.52,50.62,2.65,694.54,100.04,11.33,0.2
1327,튀김류,생선까스(전라도),200,668,76.11,21.62,30.72,3.78,805.01,42.44,7.57,0.21
1328,튀김류,생선까스(충청도),200,636,38.27,27.71,41.25,2.33,768.22,78.2,8.21,0.38
1329,튀김류,쥐포튀김,100,357,42.5,9.6,16.5,8,717.02,28.7,2.3,0.1
1330,튀김류,채소튀김,100,320.66,37.63,3.61,17.3,2.87,278.99,1.87,3.2,0.22
1331,튀김류,채소튀김(강원도),100,310,40.82,3.88,14.53,3.65,335.08,3.05,3.26,0.27
1332,튀김류,채소튀김(경기도),100,304,33.88,3.45,17.15,2.49,269.46,3.49,2.65,0.2
1333,튀김류,채소튀김(경상도),100,348,44.22,3.54,17.44,1.89,255.84,0.37,3.57,0.19
1334,튀김류,채소튀김(서울),100,321,36.83,3.87,17.55,4.63,254.81,0.69,3.24,0.27
1335,튀김류,채소튀김(전라도),100,321,32.26,3.61,19.78,2.57,259.64,3.12,3.28,0.24
1336,튀김류,채소튀김(충청도),100,321,37.75,3.31,17.37,1.98,299.14,0.51,3.21,0.17
1337,튀김류,고구마튀김,100,253,33.8,2.7,11.9,7.7,148.41,20.84,1.7,0.1
1338,튀김류,김말이튀김,100,250.65,32.11,2.41,12.51,0.5,392.94,1.42,1.66,0.08
1339,튀김류,김말이튀김(강원도),100,237,33.92,1.92,10.43,1.48,443.6,1.93,1.63,0.14
1340,튀김류,김말이튀김(경기도),100,208,35.31,2.39,9.68,0,400.18,2.34,1.25,0.05
1341,튀김류,김말이튀김(경상도),100,236,30.68,2.29,11.59,0.35,319.82,0.43,1.61,0.05
1342,튀김류,김말이튀김(서울),100,267,28.97,2.62,15.65,0.65,402.83,0.41,1.71,0.06
1343,튀김류,김말이튀김(전라도),100,274,30.89,2.89,15.43,0.26,374.52,1.3,1.97,0.06
1344,튀김류,김말이튀김(충청도),100,251,32.89,2.34,12.27,0.29,416.73,2.12,1.81,0.12
1345,튀김류,닭강정,100,310.25,28.42,15.94,14.76,6.56,426.2,51.25,3.18,0.1
1346,튀김류,닭강정(강원도),100,319,30.42,15.32,15.16,7.11,398.64,44.62,3.74,0.1
1347,튀김류,닭강정(경기도),100,317,28.09,14.29,16.35,7.87,453.47,45.15,3.02,0.12
1348,튀김류,닭강정(경상도),100,320,27.43,17.97,15.41,4.78,383.6,41.93,3.18,0.09
1349,튀김류,닭강정(서울),100,290,27.06,16.02,13.13,6.63,476.29,56.28,2.8,0.08
1350,튀김류,닭강정(전라도),100,318,27.28,20.75,13.99,7.85,387.39,70.48,3.36,0.09
1351,튀김류,닭강정(충청도),100,296,30.24,11.28,14.49,5.1,457.8,49.03,3,0.09
1352,튀김류,깐풍기,200,588.72,37.78,26.14,37,9.96,657.13,138.85,8.1,0.18
1353,튀김류,깐풍기(강원도),200,662,35.63,28.27,45.19,9.06,727.87,177.96,8.77,0.19
1354,튀김류,깐풍기(경기도),200,568,30.14,27.81,37.43,11.83,513.58,114.44,6.81,0.05
1355,튀김류,깐풍기(경상도),200,570,44.93,25.11,32.12,4.35,695.39,119.57,10.16,0.16
1356,튀김류,깐풍기(서울),200,628,47.26,26.02,37.13,13.35,753.22,187,6.72,0.22
1357,튀김류,깐풍기(전라도),200,586,33.76,28.71,37.34,6.58,636.86,130.64,9.98,0.3
1358,튀김류,깐풍기(충청도),200,518,34.96,20.91,32.82,14.56,615.83,103.47,6.13,0.13
1359,튀김류,라조기,200,398.99,26.23,20.66,23.49,0.15,648.52,90.58,5.15,0.15
1360,튀김류,라조기(강원도),200,450,27.41,22.83,27.78,0.26,670.23,93.3,5.17,0.09
1361,튀김류,라조기(경기도),200,390,24.73,20.94,23.09,0,604.51,82.61,4.08,0.14
1362,튀김류,라조기(경상도),200,430,29.96,18.16,26.4,0.07,658.4,68.08,6.8,0.17
1363,튀김류,라조기(서울),200,342,27.19,20.18,16.95,0.23,655.96,78.27,5.45,0.14
1364,튀김류,라조기(전라도),200,338,22.88,18.57,19.23,0.2,636.73,105.55,4.86,0.14
1365,튀김류,라조기(충청도),200,442,25.24,23.29,27.5,0.14,665.26,115.65,4.53,0.24
1366,튀김류,치킨까스,200,593,44.02,27.91,33.92,4.15,779.27,72.97,8.42,0.27
1367,튀김류,치킨까스(강원도),200,640,41.26,26.51,41.05,1.9,745.72,56.16,9.59,0.35
1368,튀김류,치킨까스(경기도),200,628,41.03,24.95,40.41,3.43,654.66,56.22,7.68,0.31
1369,튀김류,치킨까스(경상도),200,526,42.84,28.07,26.93,3.22,871.92,63.09,7.17,0.18
1370,튀김류,치킨까스(서울),200,574,32.32,32.41,35.04,7.87,819.68,85.42,10.05,0.29
1371,튀김류,치킨까스(전라도),200,582,64.14,25.17,24.87,6.03,874.91,53,6.82,0.13
1372,튀김류,치킨까스(충청도),200,608,42.54,30.36,35.2,2.49,708.75,123.93,9.19,0.36
1373,튀김류,난자완스,200,346.25,19.15,21.63,20.35,0.49,703.23,76.76,4.59,0.23
1374,튀김류,난자완스(강원도),200,342,17.96,20.77,20.84,0.75,770.01,51.95,4.06,0.18
1375,튀김류,난자완스(경기도),200,428,13.73,24.14,22.92,0,644.4,69.58,6.19,0.32
1376,튀김류,난자완스(경상도),200,346,25.25,19.02,18.71,0.06,690.75,81.27,2.29,0.1
1377,튀김류,난자완스(서울),200,332,18.05,21.36,19.31,0.09,723.29,69.16,4.21,0.28
1378,튀김류,난자완스(전라도),200,352,23.67,21.19,19.12,0.48,710.34,91.56,5.46,0.31
1379,튀김류,난자완스(충청도),200,348,16.22,23.28,21.19,1.59,680.62,97.06,5.34,0.22
1380,튀김류,등심돈가스,200,623.83,38.49,32.99,37.54,3.66,574.08,98.16,9.12,0.26
1381,튀김류,등심돈가스(강원도),200,582,40.17,29.79,33.6,3.29,700.04,81.53,7.27,0.25
1382,튀김류,등심돈가스(경기도),200,568,48.12,33.28,26.88,4.07,712.05,85.26,7.26,0.24
1383,튀김류,등심돈가스(경상도),200,584,41.55,33.65,31.42,3.08,570.02,125.59,10.57,0.22
1384,튀김류,등심돈가스(서울),200,660,28.94,38.82,43.17,1.88,332.46,69.33,10.26,0.28
1385,튀김류,등심돈가스(전라도),200,638,34.94,27.58,43,6.97,635.35,100.88,10.01,0.27
1386,튀김류,등심돈가스(충청도),200,712,37.21,34.84,47.2,2.67,494.55,126.38,9.32,0.32
1387,튀김류,안심돈가스,200,651.75,34.25,33.28,42.4,2.77,551.55,105.47,8.55,0.25
1388,튀김류,안심돈가스(강원도),200,610,29.31,32.19,40.37,2.18,660.66,92.01,7.95,0.27
1389,튀김류,안심돈가스(경기도),200,696,37.81,34.89,45.07,3.42,540.93,96.02,8.14,0.21
1390,튀김류,안심돈가스(경상도),200,610,30.76,30.32,40.74,2.07,707.84,112.47,8.39,0.21
1391,튀김류,안심돈가스(서울),200,666,35.72,37.77,41.41,1.87,362.33,100.98,9.75,0.29
1392,튀김류,안심돈가스(전라도),200,632,31.69,30.58,42.57,4.83,561.28,116.19,7.52,0.16
1393,튀김류,안심돈가스(충청도),200,694,40.22,33.94,44.25,2.27,476.28,115.17,9.55,0.35
1394,튀김류,치즈돈가스,250,755.37,41.76,42.02,46.69,3.57,870.77,98.81,13.59,0.44
1395,튀김류,치즈돈가스(강원도),250,762.5,37.96,40.88,49.56,2.49,873.8,104.2,12.78,0.38
1396,튀김류,치즈돈가스(경기도),250,705,40.18,41.08,42.1,4.14,931.44,87.94,10.13,0.39
1397,튀김류,치즈돈가스(경상도),250,667.5,42.13,44.35,35.69,1.43,1000.26,118.05,11.67,0.3
1398,튀김류,치즈돈가스(서울),250,825,38.34,46.33,53.97,2.18,720.89,78.18,15.41,0.49
1399,튀김류,치즈돈가스(전라도),250,780,41.54,37.82,51.3,6.98,899.61,77.58,15.69,0.62
1400,튀김류,치즈돈가스(충청도),250,797.5,50.44,41.66,47.54,4.2,798.62,126.89,15.87,0.47
1401,튀김류,새우튀김,100,301.24,26.3,9.05,17.76,0.09,555.81,60.23,3.04,0.2
1402,튀김류,새우튀김(강원도),100,261,28.44,9.16,12.25,0.03,536.19,37.44,3.3,0.24
1403,튀김류,새우튀김(경기도),100,277,31.72,9.68,12.4,0.22,638.06,40.07,2.45,0.1
1404,튀김류,새우튀김(경상도),100,283,23.5,8.44,17.25,0,677.88,64.35,2.3,0.09
1405,튀김류,새우튀김(서울),100,296,21.3,8.82,19.52,0,595.25,79.63,3.13,0.28
1406,튀김류,새우튀김(전라도),100,367,24.56,9.51,25.68,0.01,408.01,91.63,4.06,0.32
1407,튀김류,새우튀김(충청도),100,323,28.25,8.68,19.47,0.28,479.45,48.29,2.97,0.13
1408,튀김류,오징어튀김,100,308.2,24.29,11.93,18.14,0,360,101.92,2.9,0.18
1409,튀김류,오징어튀김(강원도),100,307,21.92,12.05,19.02,0,359.33,72.55,3.22,0.26
1410,튀김류,오징어튀김(경기도),100,262,28.01,13.06,10.85,0.03,347.22,91.68,2.27,0.07
1411,튀김류,오징어튀김(경상도),100,288,18.78,13.45,17.64,0,340.01,125.94,2.5,0.06
1412,튀김류,오징어튀김(서울),100,311,25.65,10.27,18.54,0,368.37,94.65,2.97,0.26
1413,튀김류,오징어튀김(전라도),100,343,25.89,11.52,21.5,0,363.53,111.18,3.26,0.24
1414,튀김류,오징어튀김(충청도),100,339,25.49,11.25,21.32,0,381.52,115.51,3.21,0.2
1415,튀김류,탕수육,200,456.72,51.83,17.48,19.94,17.08,442.98,44.01,4.9,0.17
1416,튀김류,탕수육(강원도),200,460,54.02,18.79,18.67,16.99,406.3,60.05,4.23,0.14
1417,튀김류,탕수육(경기도),200,450,52.2,20.96,17.44,20.69,385.54,42.92,4.37,0.1
1418,튀김류,탕수육(경상도),200,456,48,20.45,20.25,11.67,602.71,22.38,6.23,0.21
1419,튀김류,탕수육(서울),200,416,52.6,17.23,15.29,17.71,421.12,68.63,3.4,0.18
1420,튀김류,탕수육(전라도),200,436,52.98,13.32,18.99,17.85,431.9,44.3,4.9,0.11
1421,튀김류,탕수육(충청도),200,522,51.19,14.1,29.02,17.56,410.3,25.76,6.27,0.25
1422,나물/숙채류,가지나물,50,23,2.65,0.6,1.1,0.55,152.2,0.49,0.15,0
1423,나물/숙채류,고사리나물,50,45.5,3.25,2,2.75,0,257.38,0,0.35,0
1424,나물/숙채류,도라지나물,50,56,4.9,0.8,3.65,0,253.14,0,0.45,0
1425,나물/숙채류,무나물,50,33,2.65,0.45,2.25,1.2,280.46,0,0.3,0
1426,나물/숙채류,미나리나물,50,29.5,2.25,1,1.85,0,150.33,0,0.25,0
1427,나물/숙채류,숙주나물,50,20,1.35,1.1,1.15,0,188.35,0,0.1,0
1428,나물/숙채류,시금치나물,50,40.5,2,1.95,2.7,0,217.56,0,0.35,0
1429,나물/숙채류,시래기나물,50,47.5,2.55,1.5,3.5,0.05,216.81,0,0.4,0
1430,나물/숙채류,취나물,50,74,3.3,1.35,6.15,0,281.86,0,0.85,0.05
1431,나물/숙채류,콩나물,50,25.5,0.95,1.7,1.65,0,213.95,0,0.2,0
1432,생채/무침류,골뱅이무침,100,108.79,15.69,7.08,1.97,10.46,525.52,38.35,0.26,0.02
1433,생채/무침류,골뱅이무침(강원도),100,119,17.77,6.62,2.37,12.01,582.42,41.74,0.23,0.02
1434,생채/무침류,골뱅이무침(경기도),100,112,16.38,6.52,2.25,11.66,465.64,34.19,0.25,0.03
1435,생채/무침류,골뱅이무침(경상도),100,114,16.71,8.19,1.65,10.62,665.56,46.84,0.34,0.02
1436,생채/무침류,골뱅이무침(서울),100,111,14.86,8.27,2.06,9.08,532.35,42.18,0.23,0.01
1437,생채/무침류,골뱅이무침(전라도),100,99,13.76,7.49,1.52,10.97,512.99,41.78,0.22,0
1438,생채/무침류,골뱅이무침(충청도),100,98,14.68,5.41,1.95,8.44,394.14,23.38,0.26,0.01
1439,생채/무침류,김무침,30,85.62,10.56,2.72,3.61,3.84,491.99,0.04,0.63,0.08
1440,생채/무침류,김무침(강원도),30,137.4,10.2,4.04,8.93,3.86,545.92,0,1.21,0.19
1441,생채/무침류,김무침(경기도),30,68.7,11.25,2.13,1.68,2.75,461.38,0,0.51,0.04
1442,생채/무침류,김무침(경상도),30,94.8,10.73,3.02,4.42,4.24,636.16,0,0.88,0.05
1443,생채/무침류,김무침(서울),30,65.1,10.69,2.24,1.48,3.19,443.48,0,0.35,0.02
1444,생채/무침류,김무침(전라도),30,66.6,8.34,2.55,2.57,2.75,398.51,0,0.43,0.04
1445,생채/무침류,김무침(충청도),30,81.3,12.17,2.34,2.58,6.25,466.47,0.27,0.4,0.13
1446,생채/무침류,마늘쫑무침,30,39.56,8.52,0.82,0.25,4.56,415.03,0.28,0.05,0
1447,생채/무침류,마늘쫑무침(강원도),30,41.1,9.01,0.73,0.24,3.99,444.86,0.08,0.05,0
1448,생채/무침류,마늘쫑무침(경기도),30,41.7,8.98,0.99,0.2,3.92,465.68,0.4,0.05,0
1449,생채/무침류,마늘쫑무침(경상도),30,35.4,7.52,0.81,0.22,5.58,359.07,0.09,0.05,0
1450,생채/무침류,마늘쫑무침(서울),30,37.5,7.85,0.88,0.28,4.2,348.42,0.05,0.05,0
1451,생채/무침류,마늘쫑무침(전라도),30,45.6,10.1,0.75,0.24,6.33,410.79,0.71,0.04,0
1452,생채/무침류,마늘쫑무침(충청도),30,36,7.63,0.75,0.28,3.34,461.38,0.37,0.08,0
1453,생채/무침류,무말랭이무침,30,40.79,8.55,0.98,0.3,3.75,384.61,0.04,0.04,0
1454,생채/무침류,무말랭이무침(강원도),30,42.3,9.07,0.88,0.28,3.95,413.53,0,0.04,0
1455,생채/무침류,무말랭이무침(경기도),30,38.4,8.1,0.98,0.22,4.19,383.34,0.04,0.04,0
1456,생채/무침류,무말랭이무침(경상도),30,42.3,8.87,0.99,0.3,3.78,379.37,0,0.03,0
1457,생채/무침류,무말랭이무침(서울),30,40.2,8.41,0.97,0.29,3.1,387.4,0.06,0.04,0
1458,생채/무침류,무말랭이무침(전라도),30,42.6,8.53,1.06,0.46,3.83,373.11,0.14,0.03,0
